[941D571A1CA088A9985B379145CDE3FA] GET http://c9sdk:password@localhost:8080/ide/ (Document)
[25102.1271] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/btn_icon_only.less (XHR) 200
[25102.1272] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/button.less (XHR) 200
[25102.1273] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/btn_console.less (XHR) 200
[25102.1274] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/btn_console_open.less (XHR) 200
[25102.1275] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/btn-switcher.less (XHR) 200
[25102.1276] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-divider-double.less (XHR) 200
[25102.1277] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-divider-hor.less (XHR) 200
[25102.1278] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-divider.less (XHR) 200
[25102.1279] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-menu-bar.less (XHR) 200
[25102.1280] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-menu-btn.less (XHR) 200
[25102.1281] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-simple-btn.less (XHR) 200
[25102.1282] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-toolbarbutton-glossy.less (XHR) 200
[25102.1283] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-toolbarbutton.less (XHR) 200
[25102.1284] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/c9-toolbarbutton-light.less (XHR) 200
[25102.1285] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/cboffline.less (XHR) 200
[25102.1286] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/checkbox_black.less (XHR) 200
[25102.1287] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/checkbox_grey.less (XHR) 200
[25102.1288] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/checkbox.less (XHR) 200
[25102.1289] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/editor_tab.less (XHR) 200
[25102.1290] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/textbox.less (XHR) 200
[25102.1291] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/searchbox.less (XHR) 200
[25102.1292] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/codebox.less (XHR) 200
[25102.1293] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/colorbox.less (XHR) 200
[25102.1294] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/datagrid.less (XHR) 200
[25102.1295] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/divider_console.less (XHR) 200
[25102.1296] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/divider.less (XHR) 200
[25102.1297] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/dropdown-dark-glossy.less (XHR) 200
[25102.1298] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/dropdown.less (XHR) 200
[25102.1299] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/frame.less (XHR) 200
[25102.1300] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/grouped_checkbox.less (XHR) 200
[25102.1301] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/header-btn.less (XHR) 200
[25102.1302] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/img.less (XHR) 200
[25102.1303] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/label.less (XHR) 200
[25102.1304] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/list_dark.less (XHR) 200
[25102.1305] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/list.less (XHR) 200
[25102.1306] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/menu.less (XHR) 200
[25102.1307] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/panel-bar.less (XHR) 200
[25102.1308] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/password.less (XHR) 200
[25102.1309] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/radiobutton.less (XHR) 200
[25102.1310] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/scrollbar.less (XHR) 200
[25102.1311] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/simplebox.less (XHR) 200
[25102.1312] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/simpleimg.less (XHR) 200
[25102.1313] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/spinner.less (XHR) 200
[25102.1314] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/splitbutton.less (XHR) 200
[25102.1315] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/splitter.less (XHR) 200
[25102.1316] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/tbsimple.less (XHR) 200
[25102.1317] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/textarea.less (XHR) 200
[25102.1318] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/tooltiplabel.less (XHR) 200
[25102.1319] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/toolbar.less (XHR) 200
[25102.1320] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/toolbar-top.less (XHR) 200
[25102.1321] GET http://localhost:8080/static/plugins/c9.ide.layout.classic/less/toolbar-bottom.less (XHR) 200
[25102.1322] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/mouse/mouse_event.js (Script) 304
[25102.1323] GET http://localhost:8080/static/plugins/c9.ide.installer/install/intro.html (XHR) 200
[25102.1324] GET http://localhost:8080/static/plugins/c9.ide.installer/install/check-deps.sh (XHR) 200
[25102.1325] GET http://localhost:8080/static/plugins/c9.ide.installer/install/node.sh (XHR) 200
[25102.1326] GET http://localhost:8080/static/plugins/c9.ide.installer/install/tmux.sh (XHR) 200
[25102.1327] GET http://localhost:8080/static/lib/ace/lib/ace/ext/static.css (XHR) 200
[25102.1328] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.html.diff/HTMLSimpleDOM.js (Script) 304
[25102.1329] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.html.diff/HTMLDOMDiff.js (Script) 304
[25102.1330] GET http://localhost:8080/static/plugins/c9.ide.scm/diff/conflictmarker.css (XHR) 200
[25102.1331] GET http://localhost:8080/static/plugins/c9.ide.scm/diff/styles.css (XHR) 200
[25102.1332] GET http://localhost:8080/static/~/amd/plugins/c9.ide.scm/diff/diff_match_patch.js (Script) 304
[25102.1333] GET http://localhost:8080/static/lib/ace/lib/ace/theme/textmate.js (Script) 304
[25102.1334] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/layer/cells.js (Script) 304
[25102.1335] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/layer/markers.js (Script) 304
[25102.1336] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/layer/heading.js (Script) 304
[25102.1337] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/css/tree.css (XHR) 200
[25102.1338] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/css/light_theme.js (Script) 304
[25102.1339] GET http://localhost:8080/static/lib/ace/lib/ace/keyboard/textinput_ios.js (Script) 304
[25102.1340] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/mouse/default_handlers.js (Script) 304
[25102.1341] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/mouse/drag_handler.js (Script) 304
[25102.1342] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/mouse/heading_handler.js (Script) 304
[25102.1343] GET http://localhost:8080/static/~/amd/kaefer/util.js (Script) 304
[25102.1344] GET http://localhost:8080/static/lib/ace/lib/ace/layer/lines.js (Script) 304
[25102.1345] GET http://localhost:8080/static/lib/ace/lib/ace/lib/bidiutil.js (Script) 304
[25102.1346] GET http://localhost:8080/static/lib/ace/lib/ace/mode/text_highlight_rules.js (Script) 304
[25102.1347] GET http://localhost:8080/static/lib/ace/lib/ace/mode/behaviour/cstyle.js (Script) 304
[25102.1348] GET http://localhost:8080/static/lib/ace/lib/ace/unicode.js (Script) 304
[25102.1349] GET http://localhost:8080/static/lib/ace/lib/ace/edit_session/fold_line.js (Script) 304
[25102.1350] GET http://localhost:8080/static/lib/ace/lib/ace/edit_session/fold.js (Script) 304
[25102.1351] GET http://localhost:8080/static/lib/ace/lib/ace/mode/javascript_highlight_rules.js (Script) 304
[25102.1352] GET http://localhost:8080/static/lib/ace/lib/ace/mode/folding/cstyle.js (Script) 304
[25102.1353] GET http://localhost:8080/static/lib/ace/lib/ace/mode/css_highlight_rules.js (Script) 304
[25102.1354] GET http://localhost:8080/static/lib/ace/lib/ace/mode/css_completions.js (Script) 304
[25102.1355] GET http://localhost:8080/static/lib/ace/lib/ace/mode/behaviour/css.js (Script) 304
[25102.1356] GET http://localhost:8080/static/lib/ace/lib/ace/mode/xml_highlight_rules.js (Script) 304
[25102.1357] GET http://localhost:8080/static/lib/ace/lib/ace/mode/behaviour.js (Script) 304
[25102.1358] GET http://localhost:8080/static/lib/ace/lib/ace/mode/folding/mixed.js (Script) 304
[25102.1359] GET http://localhost:8080/static/lib/ace/lib/ace/mode/folding/xml.js (Script) 304
[25102.1360] GET http://localhost:8080/static/lib/ace/lib/ace/mode/folding/fold_mode.js (Script) 304
[25102.1361] GET http://localhost:8080/static/~/amd/plugins/c9.ide.run.debug/debuggers/v8/lib/V8Message.js (Script) 304
[25102.1362] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.html.diff/HTMLTokenizer.js (Script) 304
[25102.1363] GET http://localhost:8080/static/~/amd/plugins/c9.ide.language.html.diff/murmurhash3_gc.js (Script) 304
[25102.1364] GET http://localhost:8080/static/lib/ace/lib/ace/theme/textmate.css (XHR) 200
[25102.1365] GET http://localhost:8080/static/lib/ace_tree/lib/ace_tree/css/light_theme.css (XHR) 200
[25102.1366] GET http://localhost:8080/static/lib/ace/lib/ace/mode/doc_comment_highlight_rules.js (Script) 304
[E8E4356C1D402E8B5ABE94995C12CC3A] GET blob:http://localhost:8080/46749a4f-e4a0-4ffa-b9e0-636af21a6427 (Script)
[25102.1367] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn?access_token=token (XHR) 200
[25102.1368] GET http://localhost:8080/static/standalone/skin/default/dark.css (XHR) 200
[25102.1369] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/close_tab_btn@1x.png (Image) 304
[25102.1370] GET https://secure.gravatar.com/avatar/363c1b0cd64dadffb867236a00e62986?s=32&d=retro (Image) 304
[25102.1371] GET http://localhost:8080/static/lib/ace/lib/ace/theme/cloud9_night_low_color.js (Script) 304
[25102.1372] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1373] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/c9-repeat-x@1x.png (Image) 304
[25102.1374] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/icons/run@1x.png (Image) 304
[25102.1375] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/c9-no-repeat@1x.png (Image) 304
[25102.1376] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/tree_close_arrow_small@1x.png (Image) 304
[25102.1377] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/file-tree-load-spinner-dark@1x.gif (Image) 304
[25102.1378] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/spacer.gif (Image) 304
[25102.1379] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/c9-noise.png (Image) 304
[25102.1381] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/tab_plus_dark@1x.png (Image) 304
[25102.1382] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/tab_menu_dark@1x.png (Image) 304
[25102.1383] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.welcome/images/welcome-cover.png (Image) 304
[25102.1384] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.welcome/images/welcome-logo@1x.png (Image) 304
[25102.1385] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.welcome/images/fullide.png (Image) 304
[25102.1386] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/check.gif (Image) 304
[25102.1387] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.welcome/images/minimal.png (Image) 304
[25102.1388] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.welcome/images/sublime.png (Image) 304
[25102.1389] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/dropdown-dark-glossy/button@1x.png (Image) 304
[25102.1390] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/checkbox_black@1x.png (Image) 304
[25102.1391] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/spinner_plus.png (Image) 304
[25102.1392] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/spinner_min.png (Image) 304
[25102.1393] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/tab-save-spinner-active@1x.png (Image) 304
[25102.1394] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/maximize_dark@1x.png (Image) 304
[25102.1395] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/icons/console_close_btn_dark@1x.png (Image) 304
[25102.1396] GET http://localhost:8080/static/lib/ace/lib/ace/theme/idle_fingers.js (Script) 304
[25102.1397] GET data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw== (Image) 200
[25102.1398] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn?access_token=token (XHR) 200
[25102.1399] GET http://localhost:8080/static/lib/ace/lib/ace/theme/cloud9_night_low_color.css (XHR) 200
[25102.1400] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/socket/?access_token=token&EIO=3&transport=polling&t=Px1SSVw (XHR) 200
[25102.1403] GET http://localhost:8080/static/lib/ace/lib/ace/theme/idle_fingers.css (XHR) 200
[25102.1404] POST http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/socket/?access_token=token&EIO=3&transport=polling&t=Px1SSW5&sid=URX0XN6eh1gth3mZAAAB (XHR) 200
[25102.1406] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/socket/?access_token=token&EIO=3&transport=polling&t=Px1SSW6&sid=URX0XN6eh1gth3mZAAAB (XHR) 200
[25102.1407] POST http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/socket/?access_token=token&EIO=3&transport=polling&t=Px1SSWG&sid=URX0XN6eh1gth3mZAAAB (XHR) 200
[25102.1408] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/socket/?access_token=token&EIO=3&transport=polling&t=Px1SSWH&sid=URX0XN6eh1gth3mZAAAB (XHR) 200
[25102.1409] PUT http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/project.settings?access_token=token (XHR) 201
[25102.1410] PUT http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/root/.c9/user.settings?access_token=token (XHR) 201
[25102.1411] PUT http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1412] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/?access_token=token (XHR) 200
[25102.1413] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/project.settings?access_token=token (XHR) 200
[25102.1414] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/metadata/tab0?access_token=token (XHR) 200
[25102.1415] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/metadata/tab1?access_token=token (XHR) 200
[25102.1416] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/metadata/tab2?access_token=token (XHR) 200
[25102.1417] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/home/.c9/file.listing?pathToNakignore=%2F.c9%2F.nakignore&path=%2F&limit=100000&access_token=token (XHR) 200
[25102.1418] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/icons/folder@1x.png (Image) 200
[25102.1419] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/icons/symlink_dark.png (Image) 200
[25102.1420] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/icons/page_white_wrench.png (Image) 200
[758E7A6E6A0987AC132062CE4CE226E7] GET blob:http://localhost:8080/82b88fd3-30ce-4648-9088-3a29f0fdf85d (Script)
[25102.1421] PUT http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1424] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.terminal/images/tile.png (Image) 200
[25102.1425] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn/workspace/.c9/project.settings?access_token=token (XHR) 200
[25102.1426] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1427] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1428] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1429] GET http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn?access_token=token (XHR) 499
[25102.1430] DELETE http://localhost:8080/vfs/1/9chr4tzK2yOg9cVn?access_token=token (XHR) 201
[25102.1431] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1432] GET http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4ZY (XHR) 200
[25102.1433] POST http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4Zi&sid=qrd4N952enFwNC5jAAAA (XHR) 200
[25102.1435] GET http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4Zj&sid=qrd4N952enFwNC5jAAAA (XHR) 200
[25102.1436] POST http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4Zw&sid=qrd4N952enFwNC5jAAAA (XHR) 200
[25102.1437] GET http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4Zx&sid=qrd4N952enFwNC5jAAAA (XHR) 200
[25102.1438] POST http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4a0&sid=qrd4N952enFwNC5jAAAA (XHR) 200
[25102.1439] PUT http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1440] GET http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4a5&sid=qrd4N952enFwNC5jAAAA (XHR) 200
[25102.1441] POST http://localhost:8080/vfs/1/9cvwJrA258V8CiLA/socket/?access_token=token&EIO=3&transport=polling&t=Px1a4aA&sid=qrd4N952enFwNC5jAAAA (XHR) 200
[25102.1442] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1443] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1444] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1445] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1446] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1447] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1448] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1449] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1450] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1451] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1452] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1453] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1454] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1455] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1456] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1457] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1458] GET http://localhost:8080/vfs/1/9cvwJrA258V8CiLA?access_token=token (XHR) 499
[25102.1459] DELETE http://localhost:8080/vfs/1/9cvwJrA258V8CiLA?access_token=token (XHR) 201
[25102.1460] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1461] GET http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUmZ (XHR) 200
[25102.1462] POST http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUmh&sid=In2E9evrj0RgFaKMAAAA (XHR) 200
[25102.1464] GET http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUmi&sid=In2E9evrj0RgFaKMAAAA (XHR) 200
[25102.1465] POST http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUmr&sid=In2E9evrj0RgFaKMAAAA (XHR) 200
[25102.1466] GET http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUms&sid=In2E9evrj0RgFaKMAAAA (XHR) 200
[25102.1467] POST http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUm-&sid=In2E9evrj0RgFaKMAAAA (XHR) 200
[25102.1468] PUT http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1469] PUT http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1470] GET http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUn2&sid=In2E9evrj0RgFaKMAAAA (XHR) 200
[25102.1471] POST http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2/socket/?access_token=token&EIO=3&transport=polling&t=Px1aUn4&sid=In2E9evrj0RgFaKMAAAA (XHR) 200
[25102.1472] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1473] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1474] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1475] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1476] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1477] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1478] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1479] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1480] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1481] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1482] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1483] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1484] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1485] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1486] GET http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2?access_token=token (XHR) 499
[25102.1487] DELETE http://localhost:8080/vfs/1/9cckWfLmiD4I3bY2?access_token=token (XHR) 201
[25102.1488] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1489] GET http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/socket/?access_token=token&EIO=3&transport=polling&t=Px1alPK (XHR) 200
[25102.1490] POST http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/socket/?access_token=token&EIO=3&transport=polling&t=Px1alPV&sid=IITfEy4y_lZ2i2F4AAAA (XHR) 200
[25102.1492] GET http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/socket/?access_token=token&EIO=3&transport=polling&t=Px1alPW&sid=IITfEy4y_lZ2i2F4AAAA (XHR) 200
[25102.1493] POST http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/socket/?access_token=token&EIO=3&transport=polling&t=Px1alPh&sid=IITfEy4y_lZ2i2F4AAAA (XHR) 200
[25102.1494] GET http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/socket/?access_token=token&EIO=3&transport=polling&t=Px1alPi&sid=IITfEy4y_lZ2i2F4AAAA (XHR) 200
[25102.1495] POST http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/socket/?access_token=token&EIO=3&transport=polling&t=Px1alPs&sid=IITfEy4y_lZ2i2F4AAAA (XHR) 200
[25102.1496] PUT http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1497] PUT http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1498] GET http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO/socket/?access_token=token&EIO=3&transport=polling&t=Px1alPy&sid=IITfEy4y_lZ2i2F4AAAA (XHR) 200
[25102.1499] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1500] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1501] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1502] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1503] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1504] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1505] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1506] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1507] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1508] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1509] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1510] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1511] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1512] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1513] GET http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO?access_token=token (XHR) 499
[25102.1514] DELETE http://localhost:8080/vfs/1/9cmq7QQ4Bcum7oJO?access_token=token (XHR) 201
[25102.1515] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1516] GET http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/socket/?access_token=token&EIO=3&transport=polling&t=Px1awA6 (XHR) 200
[25102.1517] POST http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/socket/?access_token=token&EIO=3&transport=polling&t=Px1awAG&sid=ml_JZVQwCh1Gymq_AAAA (XHR) 200
[25102.1519] GET http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/socket/?access_token=token&EIO=3&transport=polling&t=Px1awAH&sid=ml_JZVQwCh1Gymq_AAAA (XHR) 200
[25102.1520] POST http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/socket/?access_token=token&EIO=3&transport=polling&t=Px1awAR&sid=ml_JZVQwCh1Gymq_AAAA (XHR) 200
